2021-02-21 18:17:57,451 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-02-21 18:17:57,473 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-02-21 18:17:57,474 INFO  Logger.cs: 73 - Commit version 1.4.2-27-gc3b3358
2021-02-21 18:17:57,474 INFO  Logger.cs: 74 - Build version 1.4.6891.25992
2021-02-21 18:17:57,482 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-02-21 18:17:57,483 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-02-21 18:17:57,633 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-02-21 18:19:03,323 INFO  SwAddin.cs: 271 - Assembly export called for file Full assembly Draft 2
2021-02-21 18:19:04,634 INFO  SwAddin.cs: 290 - Saving assembly
2021-02-21 18:19:04,786 INFO  SwAddin.cs: 293 - Opening property manager
2021-02-21 18:19:04,802 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from Full assembly Draft 2
2021-02-21 18:19:04,850 INFO  ExportHelperExtension.cs: 1145 - Found 67 in Full assembly Draft 2
2021-02-21 18:19:04,851 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in Full assembly Draft 2
2021-02-21 18:19:04,851 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2021-02-21 18:19:04,852 INFO  ExportHelperExtension.cs: 1170 - 10 components to check
2021-02-21 18:19:04,853 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from servo_shaft-3
2021-02-21 18:19:04,853 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-3
2021-02-21 18:19:04,854 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in servo_shaft-3
2021-02-21 18:19:04,854 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from servo_shaft-5
2021-02-21 18:19:04,854 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-5
2021-02-21 18:19:04,855 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in servo_shaft-5
2021-02-21 18:19:04,855 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from Envolope_104x40-1
2021-02-21 18:19:04,855 INFO  ExportHelperExtension.cs: 1145 - Found 32 in Envolope_104x40-1
2021-02-21 18:19:04,856 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in Envolope_104x40-1
2021-02-21 18:19:04,856 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from bracket_1-1
2021-02-21 18:19:04,856 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-1
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in bracket_1-1
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from servo_shaft-1
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-1
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in servo_shaft-1
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from bracket_1-3
2021-02-21 18:19:04,857 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-3
2021-02-21 18:19:04,858 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in bracket_1-3
2021-02-21 18:19:04,858 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from Gondolaaa_Draft_2-1
2021-02-21 18:19:04,859 INFO  ExportHelperExtension.cs: 1145 - Found 42 in Gondolaaa_Draft_2-1
2021-02-21 18:19:04,859 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in Gondolaaa_Draft_2-1
2021-02-21 18:19:04,859 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from bracket_1-5
2021-02-21 18:19:04,860 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-5
2021-02-21 18:19:04,860 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in bracket_1-5
2021-02-21 18:19:04,860 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from bracket_1-9
2021-02-21 18:19:04,861 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-9
2021-02-21 18:19:04,861 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in bracket_1-9
2021-02-21 18:19:04,861 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [CoordSys] from servo_shaft-9
2021-02-21 18:19:04,862 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-9
2021-02-21 18:19:04,862 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [CoordSys] in servo_shaft-9
2021-02-21 18:19:04,862 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from Full assembly Draft 2
2021-02-21 18:19:04,863 INFO  ExportHelperExtension.cs: 1145 - Found 67 in Full assembly Draft 2
2021-02-21 18:19:04,863 INFO  ExportHelperExtension.cs: 1155 - Found 1 features of type [RefAxis] in Full assembly Draft 2
2021-02-21 18:19:04,864 INFO  ExportHelperExtension.cs: 1158 - Proceeding through assembly components
2021-02-21 18:19:04,864 INFO  ExportHelperExtension.cs: 1170 - 10 components to check
2021-02-21 18:19:04,864 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from servo_shaft-3
2021-02-21 18:19:04,864 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-3
2021-02-21 18:19:04,865 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in servo_shaft-3
2021-02-21 18:19:04,866 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from servo_shaft-5
2021-02-21 18:19:04,866 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-5
2021-02-21 18:19:04,867 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in servo_shaft-5
2021-02-21 18:19:04,867 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from Envolope_104x40-1
2021-02-21 18:19:04,867 INFO  ExportHelperExtension.cs: 1145 - Found 32 in Envolope_104x40-1
2021-02-21 18:19:04,867 INFO  ExportHelperExtension.cs: 1155 - Found 2 features of type [RefAxis] in Envolope_104x40-1
2021-02-21 18:19:04,868 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from bracket_1-1
2021-02-21 18:19:04,868 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-1
2021-02-21 18:19:04,868 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in bracket_1-1
2021-02-21 18:19:04,869 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from servo_shaft-1
2021-02-21 18:19:04,869 INFO  ExportHelperExtension.cs: 1145 - Found 32 in servo_shaft-1
2021-02-21 18:19:04,869 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in servo_shaft-1
2021-02-21 18:19:04,870 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from bracket_1-3
2021-02-21 18:19:04,870 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-3
2021-02-21 18:19:04,870 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in bracket_1-3
2021-02-21 18:19:04,871 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from Gondolaaa_Draft_2-1
2021-02-21 18:19:04,871 INFO  ExportHelperExtension.cs: 1145 - Found 42 in Gondolaaa_Draft_2-1
2021-02-21 18:19:04,871 INFO  ExportHelperExtension.cs: 1155 - Found 3 features of type [RefAxis] in Gondolaaa_Draft_2-1
2021-02-21 18:19:04,872 INFO  ExportHelperExtension.cs: 1134 - Retrieving features of type [RefAxis] from bracket_1-5
2021-02-21 18:19:04,872 INFO  ExportHelperExtension.cs: 1145 - Found 37 in bracket_1-5
2021-02-21 18:19:04,872 INFO  ExportHelperExtension.cs: 1155 - Found 0 features of type [RefAxis] in bracket_1-5
